annearn,hrearn,exper,age,depends,married,tenure,educ,nrtheast,nrthcen,south,male,white,union,office,annhrs,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,vacdays,sicklve,insur,pension,annbens,hrbens,annhrssq,beratio,lannhrs,tenuresq,expersq,lannearn,peratio,vserat
6885,3.75,12,35,4,0,.5,13,0,1,0,0,1,0,1,1836,0,0,0,0,0,1,0,0,0,0,0,204.42999,0,204.42999,.11,3370896,.0296921,7.5153451,.25,144,8.8371,0,0
10368,5.4000001,32,57,1,1,15,12,0,1,0,0,1,0,1,1920,0,0,0,0,0,1,0,0,0,385.47,131.89,403.10001,595.53003,1515.99,.79000002,3686400,.1462182,7.560081,225,1024,9.246479,.057439201,.049899701
9611.5303,5.5999999,10,28,2,1,.5,14,0,0,1,1,1,0,1,1715,0,0,0,0,0,1,0,0,0,445.44,113.17,67.300003,0,625.90997,.36000001,2941225,.065120697,7.4471679,.25,100,9.1707191,0,.058118701
10000,4,37,53,3,1,4,13,0,1,0,1,1,0,1,2500,0,0,0,0,0,1,0,0,0,403.17001,121.44,490.63,8.7299995,1023.97,.41,6250000,.102397,7.8240461,16,1369,9.2103395,.00087300001,.052460998
9120,3.96,42,58,0,1,8,12,0,0,1,1,1,0,1,2304,0,0,0,0,0,1,0,0,0,403.17001,121.44,490.63,8.7299995,1023.97,.44,5308416,.1122774,7.7424021,64,1764,9.1182251,.00095720001,.057523001
10500,3,4,24,0,0,.5,16,1,0,0,1,1,0,1,3500,0,0,0,0,0,1,0,0,0,403.17001,121.44,490.63,8.7299995,1023.97,.28999999,12300000,.097521,8.1605186,.25,16,9.2591295,.00083139999,.049962901
8277.4902,3.8499999,7,25,0,0,2,16,0,1,0,0,1,0,1,2150,0,0,0,0,0,1,0,0,0,357.87,0,23.780001,0,381.64999,.18000001,4622500,.046107002,7.673223,4,49,9.0212955,0,.043234099
8169.9902,3.8,8,24,0,1,.5,12,0,1,0,0,1,0,1,2150,0,0,0,0,0,1,0,0,0,319.42999,0,376.47,0,695.90002,.31999999,4622500,.0851776,7.673223,.25,64,9.0082226,0,.039097998
9690,4.75,5,37,3,1,2,12,0,0,0,0,1,0,1,2040,0,0,0,0,0,1,0,0,0,349.95999,0,339.85999,7.2800002,697.09998,.34,4161600,.071940102,7.6207051,4,25,9.1788502,.00075130002,.036115602
11250,3.75,4,20,0,0,.5,12,0,1,0,1,1,0,1,3000,0,0,0,0,0,1,0,0,0,349.95999,0,339.85999,7.2800002,697.09998,.23,9000000,.0619644,8.0063677,.25,16,9.3281231,.00064709998,.031107601
19428.5,9.9099998,16,32,0,1,8,13,0,1,0,1,1,0,1,1960,0,0,0,0,0,1,0,0,0,737.12,229.58,624.66998,813.94,2405.3101,1.23,3841600,.1238032,7.5806999,64,256,9.8744965,.041894101,.049756799
16500,7.8099999,16,34,3,1,15,12,1,0,0,1,1,0,1,2112,0,0,0,0,0,1,0,0,0,737.12,229.58,624.66998,813.94,2405.3101,1.14,4460544,.14577641,7.6553912,225,256,9.7111158,.049329702,.058587901
19600,7.27,14,34,4,1,15,13,0,1,0,1,1,0,1,2695,0,0,0,0,0,1,0,0,0,737.12,229.58,624.66998,813.94,2405.3101,.88999999,7263025,.1227199,7.8991542,225,196,9.8832846,.041527599,.049321398
16800,7.1399999,28,44,3,1,15,13,0,1,0,1,1,0,1,2352,0,0,0,0,0,1,0,0,0,737.12,229.58,624.66998,813.94,2405.3101,1.02,5531904,.1431732,7.763021,225,784,9.7291346,.048448801,.057541698
20000,6.9400001,9,24,0,0,4,13,1,0,0,0,1,0,1,2880,0,0,0,0,0,1,0,0,0,737.12,229.58,624.66998,813.94,2405.3101,.83999997,8294400,.1202655,7.9655461,16,81,9.9034872,.040697001,.048335001
27500,14.63,42,63,0,1,25,16,1,0,0,1,1,0,1,1880,0,0,0,0,0,1,0,0,0,737.12,229.58,624.66998,813.94,2405.3101,1.28,3534400,.0874658,7.5390272,625,1764,10.22194,.0295978,.0351527
20000,9.6700001,14,30,0,0,8,13,0,0,0,1,1,0,1,2068,0,0,0,0,0,1,0,0,0,737.12,229.58,624.66998,813.94,2405.3101,1.16,4276624,.1202655,7.6343369,64,196,9.9034872,.040697001,.048335001
16000,8.71,49,65,0,1,25,10,0,1,0,1,1,0,1,1837.5,0,0,0,0,0,1,0,0,0,936,292.95999,523.98999,2090.24,3843.1899,2.0899999,3376406,.2401994,7.516161,625,2401,9.6803436,.13064,.076810002
12692.3,4.6199999,11,32,2,1,2,16,0,0,1,1,1,0,1,2750,0,0,0,0,0,1,0,0,0,617.63,217.49001,646.90002,96.870003,1578.89,.56999999,7562500,.1243975,7.9193559,4,121,9.4487495,.0076322001,.065797403
13569.2,5.0300002,5,23,0,0,2,13,0,1,0,1,1,1,1,2695,0,0,0,0,0,1,0,0,0,715.16998,0,193.64,764.53003,1673.34,.62,7263025,.123319,7.8991542,4,25,9.5155582,.056343,.0527054
20000,10.2,11,27,1,0,2,16,0,0,0,1,1,0,1,1960,0,0,0,0,0,1,0,0,0,715.16998,0,193.64,764.53003,1673.34,.85000002,3841600,.083667003,7.5806999,4,121,9.9034872,.0382265,.035758499
15416,8.1999998,23,39,1,1,15,6,0,0,1,1,1,1,1,1880,0,0,0,0,0,1,0,0,0,780,0,1564.5,1948.5,4293,2.28,3534400,.27847689,7.5390272,225,529,9.6431608,.1263947,.0505968
6300,3.75,4,20,0,0,2,10,1,0,0,1,1,0,1,1680,0,0,0,0,0,1,0,0,0,381.73001,111.85,181.71001,339.91,1015.2,.60000002,2822400,.1611429,7.426549,4,16,8.7483053,.053954002,.078345999
11307.7,5.77,11,46,0,1,8,12,0,0,1,0,1,0,1,1960,0,0,0,0,0,1,0,0,0,391.17999,106.7,314.85001,421.13,1233.86,.63,3841600,.1091168,7.5806999,64,121,9.3332396,.0372428,.044030201
10896,4.54,33,53,2,1,2,12,1,0,0,1,1,0,1,2400,0,0,0,0,0,1,0,0,0,391.17999,106.7,314.85001,421.13,1233.86,.50999999,5760000,.1132397,7.7832241,4,1089,9.2961512,.038649999,.0456938
8009.0498,4.6700001,3,36,1,0,2,13,0,1,0,0,1,0,1,1715,0,0,0,0,0,1,0,0,0,418.03,0,162.39999,208.38,788.81,.46000001,2941225,.098489799,7.4471679,4,9,8.988327,.0260181,.0521947
14000,6.3499999,15,51,0,1,8,10,0,0,1,0,1,0,1,2205,0,0,0,0,0,1,0,0,0,790.63,176.67999,840.32001,995.40002,2803.03,1.27,4862025,.2002164,7.698483,64,225,9.546813,.071099997,.0690936
24000,10.91,23,42,0,0,8,14,0,0,0,1,1,0,1,2200,0,0,0,0,0,1,0,0,0,790.63,176.67999,840.32001,995.40002,2803.03,1.27,4840000,.1167929,7.6962128,64,529,10.08581,.041475002,.040304601
19100,10.91,10,28,0,0,4,18,0,1,0,0,1,0,1,1750,0,0,0,0,0,1,0,0,0,790.63,176.67999,840.32001,995.40002,2803.03,1.6,3062500,.1467555,7.467371,16,100,9.8574438,.052115198,.050644498
25000,11.76,4,28,0,1,2,18,0,1,0,1,1,0,1,2125,0,0,0,0,0,1,0,0,0,790.63,176.67999,840.32001,995.40002,2803.03,1.3200001,4515625,.1121212,7.6615272,4,16,10.12663,.039816,.0386924
3000,2.5,2,18,0,0,.5,14,0,0,1,0,1,0,1,1200,0,0,0,0,0,0,1,0,0,36,0,48,94,178,.15000001,1440000,.059333298,7.0900769,.25,4,8.0063677,.031333301,.012
6800.6201,4.6500001,15,31,3,1,4,12,0,1,0,0,1,0,1,1462.5,0,0,0,0,0,0,1,0,0,230,0,0,0,230,.16,2138906,.033820398,7.2879019,16,225,8.824769,0,.033820398
9000,5.29,20,38,0,1,15,12,1,0,0,1,1,0,1,1700,0,0,0,0,0,0,1,0,0,405.72,195.33,603.44,944.65002,2149.1399,1.26,2890000,.2387933,7.4383841,225,400,9.1049805,.1049611,.066783302
13292.3,8.2700005,12,30,1,1,15,12,0,0,0,0,1,0,1,1608,0,0,0,0,0,0,1,0,0,827.76001,372.38,728.28998,1487.5,3415.9299,2.1199999,2585664,.2569856,7.3827462,225,144,9.4949398,.1119069,.090288401
5520,3,49,65,0,1,25,6,0,0,1,1,0,0,0,1840,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3385600,0,7.5175209,625,2401,8.6161327,0,0
5769.23,3.0799999,5,25,0,0,2,13,0,0,1,0,0,0,1,1875,0,0,0,0,0,0,1,0,0,358.75,134.87,304.35999,503.20001,1301.1801,.69,3515625,.2255379,7.5363641,4,25,8.6602936,.087221302,.085560799
4691.9902,2.3,5,24,0,1,.5,13,0,1,0,0,1,0,1,2040,0,0,0,0,0,0,1,0,0,513.41998,0,318.07999,254.14999,1085.65,.52999997,4161600,.2313837,7.6207051,.25,25,8.4536123,.054166801,.1094248
8880,5.1399999,15,31,0,0,.5,16,1,0,0,0,1,0,1,1728,0,0,0,0,0,0,1,0,0,454.04001,184.39,453.10001,739.59003,1831.12,1.0599999,2985984,.2062072,7.45472,.25,225,9.0915565,.083287202,.071895301
10400,5.1999998,5,23,0,0,2,16,0,0,1,0,1,0,1,2000,0,0,0,0,0,0,1,0,0,454.04001,184.39,453.10001,739.59003,1831.12,.92000002,4000000,.1760692,7.600903,4,25,9.2495613,.071114399,.061387502
9300,4.96,9,25,2,1,4,16,1,0,0,1,1,0,1,1875,0,0,0,0,0,0,1,0,0,454.04001,184.39,453.10001,739.59003,1831.12,.98000002,3515625,.1968946,7.5363641,16,81,9.1377697,.079525799,.068648398
10500,5.5700002,4,25,0,0,2,16,0,0,1,1,1,0,1,1886.5,0,0,0,0,0,0,1,0,0,454.04001,184.39,453.10001,739.59003,1831.12,.97000003,3558882,.1743924,7.542479,4,16,9.2591295,.070437104,.060802899
8423.0703,4.21,4,22,0,0,4,13,0,0,0,0,0,0,1,2000,0,0,0,0,0,0,1,0,0,454.04001,184.39,453.10001,739.59003,1831.12,.92000002,4000000,.2173934,7.600903,16,16,9.0387297,.087805301,.075795397
11508,5.48,5,27,2,1,2,12,1,0,0,0,0,0,1,2100,0,0,0,0,0,0,1,0,0,454.04001,184.39,453.10001,739.59003,1831.12,.87,4410000,.1591171,7.649693,4,25,9.3507977,.064267501,.055477101
9230.7695,4.0999999,14,48,0,1,8,12,0,0,1,0,1,0,1,2250,0,0,0,0,0,0,1,0,0,382.92001,142.67,355.92001,72.589996,954.09998,.41999999,5062500,.1033608,7.7186861,64,196,9.1302977,.0078638997,.056938902
8653.8398,4.6199999,20,36,1,0,.5,13,0,0,1,0,1,0,1,1875,0,0,0,0,0,0,1,0,0,382.92001,142.67,355.92001,72.589996,954.09998,.50999999,3515625,.1102516,7.5363641,.25,400,9.0657587,.0083881998,.060734902
15720,7.2800002,37,53,0,0,15,12,0,0,0,0,1,0,1,2160,0,0,0,0,0,0,1,0,0,718.23999,295.92001,657.33002,1063.3101,2734.8,1.27,4665600,.17396951,7.6778641,225,1369,9.6626892,.067640603,.064514004
14560,5.5999999,25,44,2,1,2,12,0,0,1,1,1,0,1,2600,0,0,0,0,0,0,1,0,0,718.23999,295.92001,657.33002,1063.3101,2734.8,1.05,6760000,.1878297,7.8632669,4,625,9.5860329,.073029503,.069653802
19000,11.01,17,34,0,0,8,13,0,0,0,1,1,0,1,1725,0,0,0,0,0,0,1,0,0,718.23999,295.92001,657.33002,1063.3101,2734.8,1.59,2975625,.1439368,7.4529819,64,289,9.8521938,.055963699,.053376801
14800,7.5500002,15,36,2,1,15,16,0,0,1,1,1,0,1,1960,0,0,0,0,0,0,1,0,0,718.23999,295.92001,657.33002,1063.3101,2734.8,1.4,3841600,.1847838,7.5806999,225,225,9.6023827,.0718453,.068524301
22000,11,21,43,3,1,2,13,0,1,0,1,1,0,1,2000,0,0,0,0,0,0,1,0,0,718.23999,295.92001,657.33002,1063.3101,2734.8,1.37,4000000,.1243091,7.600903,4,441,9.9987974,.0483323,.046098199
19200,8.71,23,44,2,1,2,14,0,1,0,1,1,0,1,2205,0,0,0,0,0,0,1,0,0,935.40997,350.67999,579.97998,0,1866.0699,.85000002,4862025,.097191103,7.698483,4,529,9.8626652,0,.066983797
6468,3.52,34,62,0,1,15,8,0,0,1,0,1,0,1,1837.5,0,0,0,0,0,0,1,0,0,382.53,169.42999,309.62,565.59998,1427.1801,.77999997,3376406,.2206524,7.516161,225,1156,8.774622,.0874459,.085336998
7150,4.0900002,6,30,0,1,4,16,1,0,0,1,1,0,1,1750,0,0,0,0,0,0,1,0,0,382.53,169.42999,309.62,565.59998,1427.1801,.81999999,3062500,.1996056,7.467371,16,36,8.8748674,.0791049,.077197202
9000,5.0599999,18,59,0,1,8,13,0,1,0,0,1,0,1,1777.5,0,0,0,0,0,0,1,0,0,533.69,211.19,493.76999,853.33002,2091.98,1.1799999,3159506,.2324422,7.4829631,64,324,9.1049805,.094814397,.082764402
31000,18.08,32,51,2,1,2,13,0,1,0,1,1,0,1,1715,0,0,0,0,0,0,1,0,0,868.77002,404.34,673.73999,1297.4399,3244.29,1.89,2941225,.1046545,7.4471679,4,1024,10.34174,.041852899,.041068099
40000,22.73,35,51,4,1,2,18,1,0,0,1,1,0,1,1760,0,0,0,0,0,0,1,0,0,868.77002,404.34,673.73999,1297.4399,3244.29,1.84,3097600,.081107304,7.4730692,4,1225,10.59663,.032435998,.0318278
2884.6101,1.92,24,64,0,0,.5,16,0,0,0,0,1,0,0,1500,0,0,0,0,0,0,0,1,0,42.990002,22.950001,0,0,65.940002,.039999999,2250000,.022859201,7.313221,.25,576,7.967145,0,.022859201
6500,3.25,15,31,2,1,15,12,1,0,0,1,1,0,0,2000,0,0,0,0,0,0,0,1,0,121.68,34.470001,142.19,0,298.34,.15000001,4000000,.045898501,7.600903,225,225,8.7795572,0,.024023101
5653.8398,2.5599999,44,63,0,1,25,12,0,0,0,1,1,0,0,2205,0,0,0,0,0,0,0,1,0,112.9,18.58,250,0,381.48001,.17,4862025,.067472696,7.698483,625,1936,8.64009,0,.023255
4425.2002,2.3,1,20,0,0,.5,12,0,0,1,0,1,0,0,1924,0,0,0,0,0,0,0,1,0,140,0,5.9899998,0,145.99001,.079999998,3701776,.032990601,7.562161,.25,1,8.395071,0,.031637002
8343.7402,4.4499998,23,39,3,1,2,12,0,0,1,1,1,1,0,1875,0,0,0,0,0,0,0,1,0,274,57.5,225,163.5,720,.38,3515625,.0862922,7.5363641,4,529,9.0292673,.0195955,.0397304
27720,10.5,19,35,2,1,15,12,1,0,0,1,1,0,0,2640,0,0,0,0,0,0,0,1,0,785.04999,297.51999,506.63,979.09003,2568.29,.97000003,6969600,.092651203,7.8785338,225,361,10.22991,.035320699,.039053701
13392,6.6399999,23,41,2,1,15,12,1,0,0,1,1,0,0,2016,0,0,0,0,0,0,0,1,0,785.04999,297.51999,506.63,979.09003,2568.29,1.27,4064256,.1917779,7.608871,225,529,9.5024128,.073110104,.080837101
20000,6.0500002,19,35,2,1,15,13,0,0,0,1,1,0,0,3307.5,0,0,0,0,0,0,0,1,0,785.04999,297.51999,506.63,979.09003,2568.29,.77999997,10900000,.1284145,8.1039476,225,361,9.9034872,.048954502,.054128502
22440,8,10,26,2,1,2,13,0,1,0,1,1,0,0,2805,0,0,0,0,0,0,0,1,0,460,0,308.17001,0,768.16998,.27000001,7868025,.034232199,7.9391589,4,100,10.0186,0,.020499101
16000,8,18,35,3,1,.5,12,0,0,0,1,1,0,0,2000,0,0,0,0,0,0,0,1,0,189,0,0,0,189,.090000004,4000000,.0118125,7.600903,.25,324,9.6803436,0,.0118125
6799.9902,3.4000001,21,37,0,1,4,16,1,0,0,1,1,1,1,2000,0,0,0,0,0,0,0,1,0,73.199997,0,120,0,193.2,.1,4000000,.0284118,7.600903,16,441,8.8246775,0,.0107647
5000,2.5,3,20,0,0,.5,13,0,0,1,0,1,0,1,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4000000,0,7.600903,.25,9,8.5171928,0,0
9360,4.1100001,10,27,0,0,4,12,1,0,0,0,1,0,1,2280,0,0,0,0,0,0,0,1,0,412.37,120.24,406.41,626.15997,1565.1801,.69,5198400,.1672201,7.7319312,16,100,9.1442003,.0668974,.0569028
11545.4,5.6100001,25,45,1,1,2,13,0,0,1,1,1,0,1,2058,0,0,0,0,0,0,0,1,0,354.72,123.13,535.03998,51.02,1063.91,.51999998,4235364,.0921501,7.6294899,4,625,9.3540421,.0044191,.041388799
9639,4.5,7,23,1,0,2,13,0,0,0,1,1,0,1,2142,0,0,0,0,0,0,0,1,0,395.17999,4.1500001,427.47,0,826.79999,.38999999,4588164,.0857765,7.6694951,4,49,9.1735725,0,.0414286
8324.9902,3.7,5,22,0,1,4,12,0,0,1,1,1,0,1,2250,0,0,0,0,0,0,0,1,0,349.75,0,997.5,0,1347.25,.60000002,5062500,.161832,7.7186861,16,25,9.0270176,0,.042012099
35000,16.91,24,47,0,1,15,18,0,0,0,1,1,0,1,2070,0,0,0,0,0,0,0,1,0,795.26001,244.61,510.98999,1424.04,2974.8999,1.4400001,4284900,.084997103,7.635304,225,576,10.4631,.040686902,.0297106
24000,14.59,29,45,0,0,25,13,0,0,0,1,1,0,1,1645,0,0,0,0,0,0,0,1,0,796.60999,286.01999,796.71997,1333.98,3213.3301,1.95,2706025,.13388871,7.4054961,625,841,10.08581,.055582501,.0451096
14400,7.5,15,31,3,1,15,13,0,0,1,1,1,0,1,1920,0,0,0,0,0,0,0,1,0,796.60999,286.01999,796.71997,1333.98,3213.3301,1.67,3686400,.2231479,7.560081,225,225,9.5749836,.092637502,.075182602
15000,8.5699997,13,32,0,1,4,18,1,0,0,0,1,0,1,1750,0,0,0,0,0,0,0,1,0,796.60999,286.01999,796.71997,1333.98,3213.3301,1.84,3062500,.214222,7.467371,16,169,9.6158056,.088932,.072175302
3450,2.3,3,36,3,0,.5,10,0,1,0,0,1,0,0,1500,0,0,0,0,0,0,0,0,1,63.25,0,0,0,63.25,.039999999,2250000,.018333299,7.313221,.25,9,8.1461296,0,.018333299
1800,2.5,23,69,0,0,25,13,0,0,1,0,1,0,1,720,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,518400,0,6.5792508,625,529,7.495542,0,0
2574,3.25,16,49,2,1,15,16,0,0,1,0,1,0,1,792,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,627264,0,6.674562,225,256,7.8532162,0,0
9500,5.8800001,7,25,0,0,.5,18,1,0,0,0,1,0,1,1617,0,0,0,0,0,0,0,0,1,452.5,376,0,0,828.5,.50999999,2614689,.087210499,7.3883281,.25,49,9.1590471,0,.087210499
16000,20,9,32,2,1,2,18,0,1,0,1,1,0,1,800,0,0,0,0,0,0,0,0,1,157.69,368.09,703.57001,498.07001,1727.42,2.1600001,640000,.1079638,6.6846118,4,81,9.6803436,.031129399,.0328613
20300,16.92,15,34,3,1,2,18,1,0,0,1,1,1,1,1200,0,0,0,0,0,0,0,0,1,662.85999,319,305,540.85999,1827.72,1.52,1440000,.090035498,7.0900769,4,225,9.918376,.0266433,.0483675
16700,12.65,13,34,2,1,8,18,1,0,0,1,1,1,1,1320,0,0,0,0,0,0,0,0,1,662.85999,319,305,540.85999,1827.72,1.38,1742400,.1094443,7.1853871,64,169,9.7231636,.032386798,.058793999
5500,2.9300001,32,48,0,1,2,8,1,0,0,1,1,0,0,1875,0,0,0,0,0,0,0,0,1,267.75,132.66,243.75,225.84,870,.46000001,3515625,.1581818,7.5363641,4,1024,8.6125031,.0410618,.072801799
6125,3.0599999,28,46,1,0,15,13,0,0,1,0,0,0,0,2000,0,0,0,0,0,0,0,0,1,267.75,132.66,243.75,225.84,870,.43000001,4000000,.1420408,7.600903,225,784,8.7201338,.036871798,.0653731
6281.2402,3.3499999,8,36,6,1,8,10,0,1,0,0,0,1,0,1875,0,0,0,0,0,0,0,0,1,248.5,100.13,164.52,236.58,749.72998,.40000001,3515625,.1193602,7.5363641,64,64,8.7453232,.037664499,.055503398
5019.9902,2.51,13,32,1,0,4,13,0,1,0,0,1,0,0,2000,0,0,0,0,0,0,0,0,1,248.5,100.13,164.52,236.58,749.72998,.37,4000000,.1493489,7.600903,16,169,8.521183,.047127601,.0694483
6885,3,12,35,7,0,.5,10,0,0,1,0,0,0,0,2295,0,0,0,0,0,0,0,0,1,144.38,56.040001,59.580002,0,260,.11,5267025,.037763301,7.7384882,.25,144,8.8371,0,.0291097
6854.3901,3.5699999,12,48,3,1,8,12,0,1,0,0,0,0,0,1920,0,0,0,0,0,0,0,0,1,200.84,94.220001,158.59,0,453.64999,.23999999,3686400,.066183902,7.560081,64,144,8.8326445,0,.043046899
8280,4.5,8,25,0,0,4,13,0,0,1,0,0,0,0,1840,0,0,0,0,0,0,0,0,1,163.31,198.82001,0,0,362.13,.2,3385600,.0437355,7.5175209,16,64,9.0215979,0,.0437355
3000,1.79,24,46,0,0,15,13,0,1,0,0,1,0,1,1680,0,0,0,0,0,0,0,0,1,333.97,140,132.47,188.07001,794.51001,.47,2822400,.2648367,7.426549,225,576,8.0063677,.062689997,.15798999
4900,4.6700001,10,29,2,1,2,12,1,0,0,0,1,0,1,1050,0,0,0,0,0,0,0,0,1,373.29001,115.07,248.13,301.48999,1037.98,.99000001,1102500,.2118326,6.9565449,4,100,8.4969902,.061528601,.099665299
6092.2998,3.4300001,13,35,1,1,2,18,0,0,0,0,0,0,1,1776,0,0,0,0,0,0,0,0,1,373.29001,115.07,248.13,301.48999,1037.98,.57999998,3154176,.1703757,7.4821191,4,169,8.7147808,.049487099,.080160201
7920,4.1300001,38,66,0,1,25,6,1,0,0,0,1,1,1,1920,0,0,0,0,0,0,0,0,1,373.29001,115.07,248.13,301.48999,1037.98,.54000002,3686400,.1310581,7.560081,625,1444,8.9771461,.038066901,.061661601
5915.0698,2.5699999,3,19,0,1,.5,12,0,0,1,0,1,0,1,2304,0,0,0,0,0,0,0,0,1,373.29001,115.07,248.13,301.48999,1037.98,.44999999,5308416,.1754806,7.7424021,.25,9,8.6852589,.050969802,.082562
5760,3,7,23,0,1,.5,13,0,0,1,0,0,0,1,1920,0,0,0,0,0,0,0,0,1,373.29001,115.07,248.13,301.48999,1037.98,.54000002,3686400,.1802049,7.560081,.25,49,8.6586924,.052342001,.084784701
5480.77,2.9200001,12,30,2,0,4,12,0,0,1,0,1,0,1,1875,0,0,0,0,0,0,0,0,1,194.48,172.03999,10.3,0,376.82001,.2,3515625,.068753101,7.5363641,16,144,8.6090012,0,.066873796
7000,3.5,36,54,0,0,4,13,0,0,1,0,0,0,1,2000,0,0,0,0,0,0,0,0,1,313.89001,177.23,233.62,0,724.73999,.36000001,4000000,.1035343,7.600903,16,1296,8.8536654,0,.070160002
5538.46,3.3,26,42,0,0,8,10,0,1,0,0,0,1,1,1680,0,0,0,0,0,0,0,0,1,175.27,0,64.800003,0,240.07001,.14,2822400,.043345999,7.426549,64,676,8.6194715,0,.031645998
6646.1499,3.0799999,8,28,0,1,.5,16,0,1,0,1,1,0,1,2160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4665600,0,7.6778641,.25,64,8.8017931,0,0
5076.9199,2.9000001,1,19,0,0,.5,12,0,0,1,0,1,0,1,1750,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3062500,0,7.467371,.25,1,8.5324602,0,0
5000,2.78,6,22,0,1,.5,16,1,0,0,0,1,0,1,1800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3240000,0,7.495542,.25,36,8.5171928,0,0
10500,4.8600001,37,55,2,1,4,12,0,0,1,1,1,0,1,2160,0,0,0,0,0,0,0,0,1,415.03,169.45,306.70001,415.56,1306.74,.60000002,4665600,.1244514,7.6778641,16,1369,9.2591295,.0395771,.0556648
12000,4.7600002,33,53,1,1,8,18,0,1,0,1,1,0,1,2520,0,0,0,0,0,0,0,0,1,415.03,169.45,306.70001,415.56,1306.74,.51999998,6350400,.108895,7.8320141,64,1089,9.392662,.034630001,.048706699
10600,6.54,8,25,0,1,4,14,0,1,0,0,1,1,1,1620,0,0,0,0,0,0,0,0,1,539.77002,245.39999,347.78,506.57999,1639.53,1.01,2624400,.15467259,7.390182,16,64,9.268609,.047790602,.074072599
12000,6.6700001,11,27,0,1,2,18,0,1,0,1,1,1,1,1800,0,0,0,0,0,0,0,0,1,539.77002,245.39999,347.78,506.57999,1639.53,.91000003,3240000,.1366275,7.495542,4,121,9.392662,.042215001,.065430798
10523.1,4.6199999,20,36,0,1,15,12,0,0,0,0,1,0,1,2280,0,0,0,0,0,0,0,0,1,539.77002,245.39999,347.78,506.57999,1639.53,.72000003,5198400,.15580299,7.7319312,225,400,9.2613277,.048139799,.074614003
10728,5.1599998,12,28,1,0,8,12,0,1,0,0,1,0,1,2080,0,0,0,0,0,0,0,0,1,539.77002,245.39999,347.78,506.57999,1639.53,.79000002,4326400,.1528272,7.6401229,64,144,9.280612,.047220401,.073188901
9980.7695,4.9899998,14,29,0,0,.5,13,0,1,0,0,1,0,1,2000,0,0,0,0,0,0,0,0,1,539.77002,245.39999,347.78,506.57999,1639.53,.81999999,4000000,.1642689,7.600903,.25,196,9.208415,.050755601,.078668296
10000,5.1300001,13,30,2,1,8,18,1,0,0,0,1,1,1,1950,0,0,0,0,0,0,0,0,1,539.77002,245.39999,347.78,506.57999,1639.53,.83999997,3802500,.16395301,7.5755849,64,169,9.2103395,.050657999,.078516997
9150,3.8099999,30,47,2,1,2,18,0,0,1,1,1,0,1,2400,0,0,0,0,0,0,0,0,1,283,106.5,300.32999,584.5,1274.33,.52999997,5760000,.13927101,7.7832241,4,900,9.1215096,.063879803,.0425683
11092.8,5.6599998,11,31,1,0,4,16,0,0,0,0,1,1,1,1960,0,0,0,0,0,0,0,0,1,283,106.5,300.32999,584.5,1274.33,.64999998,3841600,.114879,7.5806999,16,121,9.3140516,.052691799,.035112899
9500,3.5999999,31,47,2,1,2,18,0,1,0,1,1,0,1,2640,0,0,0,0,0,0,0,0,1,283,106.5,300.32999,584.5,1274.33,.47999999,6969600,.13414,7.8785338,4,961,9.1590471,.061526299,.041000001
17900,8.0200005,10,33,0,0,4,18,0,0,1,0,1,0,1,2232,0,0,0,0,0,0,0,0,1,930.46997,312.32001,653.71997,1264.6801,3161.1899,1.42,4981824,.1766028,7.7106528,16,100,9.7925558,.0706525,.069429599
13000,7.7399998,23,38,5,1,.5,18,0,1,0,1,1,0,1,1680,0,0,0,0,0,0,0,0,1,930.46997,312.32001,653.71997,1264.6801,3161.1899,1.88,2822400,.2431685,7.426549,.25,529,9.4727049,.097283103,.095599197
13500,9.1199999,15,31,2,1,8,16,0,0,0,1,1,1,1,1480,0,0,0,0,0,0,0,0,1,930.46997,312.32001,653.71997,1264.6801,3161.1899,2.1400001,2190400,.2341622,7.299798,64,225,9.5104446,.093680002,.092058502
12500,8.7700005,10,30,2,1,4,18,0,0,1,0,1,1,1,1425,0,0,0,0,0,0,0,0,1,930.46997,312.32001,653.71997,1264.6801,3161.1899,2.22,2030625,.25289521,7.2619271,16,100,9.4334841,.1011744,.0994232
13456.1,6.8699999,25,41,2,1,4,13,0,0,0,0,1,0,1,1960,0,0,0,0,0,0,0,0,1,930.46997,312.32001,653.71997,1264.6801,3161.1899,1.61,3841600,.23492619,7.5806999,16,625,9.5071878,.093985602,.092358902
17500,6.0799999,12,39,2,1,8,14,0,0,1,0,1,0,1,2880,0,0,0,0,0,0,0,0,1,930.46997,312.32001,653.71997,1264.6801,3161.1899,1.1,8294400,.1806394,7.9655461,64,144,9.7699566,.072267398,.071016602
13440,8,24,43,2,1,15,16,1,0,0,0,1,1,1,1680,0,0,0,0,0,0,0,0,1,930.46997,312.32001,653.71997,1264.6801,3161.1899,1.88,2822400,.2352076,7.426549,225,576,9.505991,.094098203,.092469499
